,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
124,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,164258,GOOD SAMARITAN HOSPITAL,1701 S CREASY LN,LAFAYETTE,IL,48729,IL - Springfield,12,60394.66,6458.11,4812.22
125,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,418984,CONEMAUGH VALLEY MEMORIAL HOSPITAL,1086 FRANKLIN STREET,JOHNSTOWN,IN,13518,TX - Dallas,16,18180.46,7066.65,4709.9
126,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,64676,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,FL,31297,FL - Fort Myers,15,53514.21,5799.44,4258.72
127,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,336269,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,WASHINGTON,TX,80389,NY - East Long Island,16,60551.31,6678.62,7248.57
128,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,72815,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,82518,NY - East Long Island,12,70424.69,13747.8,8714.57
129,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,409998,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,TX,61830,UT - Salt Lake City,18,29935.86,6601.64,4761.3
130,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,459003,ST DAVIDS MEDICAL CENTER,919 E 32ND ST,HOUSTON,TX,82744,TX - Houston,18,23945.44,5525.51,4743.87
131,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,301477,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA AVENUE,SALEM,NE,21326,NE - Omaha,44,14717.85,6072.52,5862.97
132,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,498504,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,CLEVELAND,OH,71764,OH - Cleveland,31,28562.99,6242.68,4910.59
133,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,88645,MUSC MEDICAL CENTER,169 ASHLEY AVE,FLORENCE,TX,79039,SC - Columbia,19,29149.26,6272.35,4910.72
134,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90805,EDWARD HOSPITAL,350 N WALL ST,HOUSTON,TX,79263,TX - Houston,13,74544.67,6231.98,6264.34
135,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,91273,GOOD SAMARITAN HOSPITAL,1324 LAKELAND HILLS BLVD,DECATUR,FL,40048,GA - Atlanta,17,24743.57,6106.92,4738.07
136,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,252512,UNIVERSITY OF MISSOURI HEALTH CARE,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",BRIDGEPORT,OH,17950,MO - Kansas City,36,16996.19,5981.36,4549.25
137,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,255934,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,MO,18575,MO - St. Louis,40,15674.29,6062.78,4365.06
138,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,468337,MERCY REGIONAL MEDICAL CENTER,1100 CENTRAL AVENUE SE,CLEVELAND,OH,48192,OH - Cleveland,22,28665.15,6037.11,4732.39
139,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,411125,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,COLORADO SPRING,TX,56745,TX - Houston,16,45523.74,7108.84,5364.63
140,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,224514,AVERA SACRED HEART HOSPITAL,501 SUMMIT,YANKTON,PA,47323,SD - Sioux Falls,25,16886.48,7348.53,4563.43
141,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,484587,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,62048,MO - St. Louis,15,22109.96,6219.7,5115.75
142,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,268852,GOOD SAMARITAN HOSPITAL,1000 MONTAUK HIGHWAY,BALTIMORE,MD,11838,DC - Washington,15,21490.42,7514.58,7896.32
143,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,76187,SACRED HEART HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,21851,GA - Atlanta,16,30597.26,5732.9,4040.14
144,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,234640,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,KANSAS CITY,MO,60568,OH - Columbus,15,29267.96,6208.09,4526.35
145,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,481644,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,65776,IA - Iowa City,13,38403.34,6588.5,5135.63
146,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,131532,ST VINCENT'S MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,73678,SC - Charleston,34,31876.72,5909.19,4716.92
147,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,213194,NORWOOD HOSPITAL,7601 OSLER DRIVE,COLUMBIA,MD,32141,NY - Albany,14,9808.15,5878.13,4571.27
148,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,59444,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,CA,95390,CA - San Diego,18,84540.94,6758.68,7737.14
149,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,212860,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,ALBANY,NC,35467,NE - Omaha,75,18790.3,8406.12,4982.82
150,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,118063,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,WI,41442,IL - Elgin,18,19696.77,6017.3,5054.98
151,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,267141,MCLAREN BAY REGION,3000 32ND AVE SOUTH,OKLAHOMA CITY,MI,34203,MO - St. Louis,18,21459.58,5651.29,4748.07
152,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,91002,GOOD SAMARITAN HOSPITAL,801 SOUTH WASHINGTON,HOUSTON,TX,34452,TX - Dallas,12,35358.85,5952.92,4594.66
153,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,253923,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,SPRINGFIELD,IL,56359,OH - Columbus,11,31559.28,6203.93,4820.89
154,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,317216,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,12950,NY - Binghamton,17,13623.6,5885.04,5120.34
155,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,445483,GOOD SAMARITAN HOSPITAL,424 SAVANNAH RD,FAYETTEVILLE,TX,86913,TX - San Antonio,17,15606.48,6253.66,4791.8
156,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,458012,MEMORIAL HERMANN TEXAS MEDICAL CENTER,801 SOUTH WASHINGTON,HOUSTON,TX,97128,TX - Houston,13,42503.33,6850.21,5671.99
157,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,438647,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,HOUSTON,TX,82414,TX - Dallas,19,29231.18,7431.59,4822.67
158,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,236802,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,MI,12604,OH - Columbus,28,23356.74,6456.49,4684.23
159,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,159505,GOOD SAMARITAN HOSPITAL,111 COLCHESTER AVE,ALBANY,NY,33939,NY - Albany,17,24236.18,7757.51,4553.44
160,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,468042,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,TX,12730,TX - Fort Worth,15,22753.22,6562.79,5456.75
161,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,207086,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,COVINGTON,PA,12517,PA - Harrisburg,26,24690.94,6670.24,5321.85
162,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,434512,NORTH COLORADO MEDICAL CENTER,1801 16TH STREET,HOUSTON,TX,79088,TX - Houston,15,42868.49,6101.57,4822.24
163,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,254742,GOOD SAMARITAN HOSPITAL,45 WEST 10TH STREET,PORTLAND,IL,69164,MN - Minneapolis,13,18908.47,6801.91,4984.73
164,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,493486,FAIRVIEW PARK HOSPITAL,801 SOUTH WASHINGTON,HOUSTON,TX,84210,IL - Melrose Park,16,61365.37,6055.66,6434.92
165,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,555424,WESLEY MEDICAL CENTER,1225 N STATE ST,CHARLESTON,OK,33567,MO - St. Louis,19,18383.43,5994.76,4840.5
166,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,328963,WINTHROP-UNIVERSITY HOSPITAL,20201 S CRAWFORD AVENUE,OCEANSIDE,DC,5716,NY - East Long Island,19,56604.22,7374.04,6392.31
167,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,401559,ST JOSEPH HOSPITAL,353 FAIRMONT BLVD  PO BOX 6000,CONCORD,CA,51362,CA - Contra Costa County,17,19070.48,7142.91,4660.68
168,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,35326,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,LAS VEGAS,NV,13025,NV - Las Vegas,16,24206.01,7665.52,5237.93
169,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,461529,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CONCORD,SD,68745,TX - San Antonio,26,30928.76,7122.58,5195.99
170,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,476718,GOOD SAMARITAN HOSPITAL,1805 27TH STREET,DETROIT,OH,68810,MN - Minneapolis,16,27823.54,7262.21,5015.78
171,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,248928,MAYO CLINIC HEALTH SYSTEM - MANKATO,1025 MARSH STREET BOX 8673,MANKATO,NY,15047,NY - Albany,37,20234.55,8424.36,4822.93
172,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,462163,MONONGALIA COUNTY GENERAL HOSPITAL,401 MATTHEW STREET,SAINT LOUIS,MO,49037,MO - St. Louis,12,21272.3,5713.12,4407.73
173,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,228240,ST ANTHONY HOSPITAL,1000 NORTH LEE AVENUE,WYANDOTTE,OH,28172,TX - Dallas,38,22198.35,6434.78,5822.39
174,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,54704,PROVIDENCE HOSPITAL,2000 PEPPERELL PARKWAY,FAYETTEVILLE,AL,32128,AL - Mobile,28,31213.97,5125.28,4137.61
175,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,116709,PIEDMONT HOSPITAL,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,IN,64908,MO - St. Louis,20,12641.05,5401.22,4545.41
176,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,40685,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,AURORA,TX,62222,FL - Tampa,14,45321.83,6294.0,4694.25
177,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,216205,KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS,69472,PA - Pittsburgh,14,10741.08,5770.59,4481.19
178,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,112217,GOOD SAMARITAN HOSPITAL,250 SOUTH 21ST STREET,JACKSON,OH,49322,OH - Columbus,18,22256.34,6126.73,4869.29
179,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,319723,BON SECOURS MARYVIEW MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,MO,46885,MO - St. Louis,13,17199.88,6128.97,4587.62
180,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,276047,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,27175,MO - St. Louis,39,23918.48,5478.83,4687.92
181,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,537321,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,GREEN BAY,WI,43659,WI - Green Bay,11,17315.02,5853.17,5105.98
182,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,358043,ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,HOUSTON,CO,82570,AZ - Phoenix,15,43064.1,7105.46,4703.07
183,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,43545,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,89884,CA - Contra Costa County,13,28666.15,7577.52,4904.7
184,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,507518,TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,380 SUMMIT AVENUE,STEUBENVILLE,MO,36596,MO - St. Louis,14,18699.93,5522.94,4775.92
185,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,235751,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,SAINT LOUIS,MO,33574,MO - St. Louis,14,22087.54,5776.36,4873.64
186,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,184160,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,BATON ROUGE,NC,24316,LA - Baton Rouge,48,15535.23,6025.59,4718.15
187,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,216368,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,PITTSFIELD,MA,1199,MA - Boston,37,17738.48,8574.15,6451.01
188,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,432056,SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,AUSTIN,TX,98610,TX - Houston,14,32140.15,6177.74,5137.96
189,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,72421,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,TX,78111,TX - Houston,12,47872.23,7208.89,5506.91
190,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,425063,ST JOSEPH HOSPITAL,6720 BERTNER,HOUSTON,TX,87069,TX - Houston,14,23616.13,8082.11,5249.68
191,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,478070,MERCY HLTH SYS CORP,8303 DODGE ST,OMAHA,VA,71257,NE - Omaha,16,19969.46,6574.4,4640.87
192,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,299519,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,DALLAS,MN,16173,NY - East Long Island,19,21097.76,7780.06,4809.37
193,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,449947,UNIVERSITY OF MISSOURI HEALTH CARE,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",JACKSON,MO,59472,MO - St. Louis,13,23953.16,5973.36,4612.01
194,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,387138,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CONCORD,TX,75847,NV - Reno,18,31757.96,7290.07,5342.58
195,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,288567,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,NJ,7317,CT - New Haven,17,40443.49,8232.12,6096.1
196,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,398947,GOOD SAMARITAN HOSPITAL,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,TX,16610,TX - Dallas,15,27119.21,7424.9,4854.22
197,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,252972,GOOD SAMARITAN HOSPITAL,250 SOUTH 21ST STREET,JOHNSON CITY,OH,54315,MO - St. Louis,15,23104.13,6389.51,5323.63
198,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,153365,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,CORINTH,IL,63616,FL - Tallahassee,15,15862.12,6267.34,4539.74
199,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,299454,THREE RIVERS COMMUNITY HOSPITAL,500 SW RAMSEY AVENUE,ALEXANDRIA,OR,57291,MN - Minneapolis,36,9176.11,7156.49,4385.39
200,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,270534,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,KNOXVILLE,OH,66445,MO - St. Louis,20,16375.69,5444.09,4277.15
201,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,185243,ST JOHN'S REGIONAL MEDICAL CENTER,2817 ST JOHNS BLVD,JOPLIN,OH,42510,OH - Columbus,17,18507.8,5694.18,4634.78
202,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,66318,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,HOUSTON,TX,83557,TX - Houston,13,33723.98,7733.01,5825.27
203,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,275783,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,15729,NH - Lebanon,38,20678.26,6768.47,5073.47
204,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,176029,GLENS FALLS HOSPITAL,550 N HILLSIDE ST,COLUMBIA,PA,24389,NY - Albany,37,9994.45,6306.67,4455.55
205,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,185895,ST FRANCIS MEDICAL CENTER,250 SOUTH 21ST STREET,BRIDGEPORT,PA,7522,PA - Philadelphia,17,21785.94,6707.31,4664.5
206,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,84021,ALVARADO HOSPITAL MEDICAL CENTER,16655 SOUTHWEST FREEWAY,HOUSTON,NV,84664,TX - Houston,15,59911.06,6284.84,5362.25
207,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,87874,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,TX,83842,TX - Houston,17,32069.4,7552.95,4800.26
208,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,194439,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,SAINT LOUIS,MO,69275,MO - St. Louis,44,19518.65,7619.42,4923.65
209,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,417612,ST LUKES HOSPITAL,3400 WAKE FOREST RD,INDIANAPOLIS,TX,68689,TX - Fort Worth,14,23922.47,6303.32,4330.49
210,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,234414,ST LUKES HOSPITAL,200 HIGH PARK AVE,RALEIGH,IA,22371,NC - Raleigh,11,15972.14,5782.59,4288.78
211,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,240871,GOOD SAMARITAN HOSPITAL,7500 MERCY RD,SPRINGFIELD,MI,28642,OH - Columbus,18,17215.0,6349.66,5415.0
212,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,438666,GOOD SAMARITAN HOSPITAL,1602 SKIPWITH ROAD,SPRINGFIELD,OH,53582,OH - Columbus,17,26584.36,6172.57,5169.11
213,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,169780,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,1650 W COLLEGE ST,GRAPEVINE,IN,47506,IN - Indianapolis,26,32056.5,6087.8,4832.75
214,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,504050,ST JOSEPH MEDICAL CENTER,1035-116TH AVE NE,SPRINGFIELD,IL,54350,WA - Seattle,14,41710.57,6433.78,5158.26
215,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,111798,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,TX,33417,FL - Gainesville,14,63500.6,6250.19,5545.57
216,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,25209,FRESNO HEART AND SURGICAL HOSPITAL,15 EAST AUDUBON DRIVE,SANTA ROSA,CA,92970,CA - Santa Rosa,17,72067.99,7606.99,6049.77
217,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,39814,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,PARADISE,CA,99508,CA - Orange County,14,43815.76,7286.93,6329.53
218,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,418452,ST JOSEPH HOSPITAL,250 SOUTH 21ST STREET,HOUSTON,TX,83689,TX - Houston,16,60536.95,7062.61,5056.52
219,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,416747,STORMONT-VAIL HEALTHCARE,551 HILL COUNTRY DRIVE,DECATUR,TX,75397,MO - Kansas City,13,27827.61,5744.82,4846.78
220,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,475207,GOOD SAMARITAN HOSPITAL,800 EAST 28TH STREET,ODESSA,IL,80455,MN - Minneapolis,11,22570.74,6983.61,6494.61
221,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,44098,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,91893,CA - Santa Rosa,22,56344.09,7478.13,6717.61
222,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,240432,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,28318,MI - Saginaw,17,10984.52,6249.74,4884.45
223,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,49515,METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,HOUSTON,FL,39455,TX - Houston,18,32417.98,7103.22,4502.19
224,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,401818,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,70834,TX - Dallas,23,33329.28,6557.03,5127.36
225,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,466799,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,PLANO,TX,77155,TX - Dallas,14,21643.21,7015.94,5133.23
226,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,112990,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,85026,CA - Fresno,11,49497.38,6490.62,6296.38
227,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,149639,MEMORIAL MEDICAL CENTER,701 N FIRST ST,CHICAGO,IL,65593,IL - Melrose Park,12,42978.77,6527.72,4717.39
228,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,483210,GOOD SAMARITAN HOSPITAL,4201 MEDICAL CENTER DRIVE,SPRINGFIELD,OH,50668,MN - Minneapolis,14,24065.93,7155.75,4928.37
229,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,311888,NYU HOSPITALS CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,CT,12822,NJ - Camden,23,20646.4,7132.12,5276.61
230,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,469525,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,40875,TN - Nashville,25,31113.08,7073.64,4948.46
231,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,459063,STORMONT-VAIL HEALTHCARE,1500 SW 10TH ST,INDIANAPOLIS,IN,41602,IN - Indianapolis,24,19954.76,6117.2,3960.38
232,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,339763,DUBOIS REGIONAL MEDICAL CENTER,100 HOSPITAL AVENUE,LEWISTON,NY,2411,NY - Albany,45,18085.36,6437.82,4988.25
233,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,223164,SACRED HEART HOSPITAL,1235 E CHEROKEE,LEBANON,MO,58434,MO - St. Louis,11,21198.65,7659.63,4696.69
234,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,127380,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,LAFAYETTE,FL,41006,IN - Indianapolis,13,33431.74,6268.35,4343.05
235,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,437556,ALLEGIANCE HEALTH,205 N EAST AVE,MIDLAND,MI,61132,MI - Grand Rapids,22,24175.0,6697.16,4712.92
236,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,209381,GOOD SAMARITAN HOSPITAL,525 EAST MARKET STREET,CHICAGO,MI,65454,OH - Columbus,14,24791.28,6678.83,7096.36
237,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,128290,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,3700 WASHINGTON AVE,EVANSVILLE,IN,61485,IN - Evansville,13,17857.67,5641.91,5051.98
238,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,110068,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,969 LAKELAND DR,ATLANTA,IN,30470,IN - Indianapolis,15,27925.49,6022.27,4608.75
239,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,377323,RHC ST FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,82612,PA - Allentown,15,51913.4,6924.2,6175.76
240,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,328644,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,POUGHKEEPSIE,NY,8590,NY - East Long Island,17,34511.6,11886.88,11000.99
241,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,81820,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,CA,99508,CA - Los Angeles,16,50515.64,6969.78,6902.69
242,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,513611,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,MO,68774,MO - St. Louis,28,17915.92,6300.1,5013.0
243,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,443557,ST JOSEPH MEDICAL CENTER,"1364 CLIFTON ROAD, NE",LAFAYETTE,IL,84517,TX - Dallas,16,20036.12,6101.23,4803.92
244,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,98156,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,SULPHUR SPRINGS,OH,74646,KS - Topeka,20,24337.68,6146.82,4305.7
245,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,476485,REGIONAL HOSPITAL OF JACKSON,21214 NORTHWEST FREEWAY,CLEVELAND,TN,58575,TN - Nashville,21,28954.56,5998.68,4602.98
246,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,272367,"ST JOHN MEDICAL CENTER, INC",1923 SOUTH UTICA AVENUE,OKLAHOMA CITY,OK,33256,OK - Oklahoma City,17,14984.18,7726.3,4955.93
247,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,488014,MCKENZIE-WILLAMETTE MEDICAL CENTER,1460 G STREET,SPRINGFIELD,OR,99508,OR - Eugene,11,22794.67,6587.93,5289.01
248,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,202449,GOOD SAMARITAN HOSPITAL,500 W 4TH STREET,PORTLAND,TX,71007,TX - Dallas,25,31955.59,6797.42,5334.0
249,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,453550,ST DAVIDS MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,82831,TX - Houston,20,31362.8,5939.04,4618.22
