,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
123,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,333655,NYU HOSPITALS CENTER,800 W 9TH ST,HARLINGEN,FL,87165,AL - Birmingham,17,33852.44,6636.97,5562.6
124,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,470822,CAPE COD HOSPITAL,3333 W DE YOUNG,SAINT LOUIS,SC,99508,OH - Columbus,19,5981.05,5712.53,6680.6
125,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,256914,LAFAYETTE GENERAL MEDICAL CENTER,1900 SOUTH MAIN STREET,ROME,OK,49763,PA - Pittsburgh,21,7601.04,7242.85,4771.96
126,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,104817,ST JOSEPH MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,WICHITA FALLS,SC,99508,NJ - Camden,21,5981.05,5481.86,4076.02
127,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,74542,ROGUE VALLEY MEDICAL CENTER,2810 AMBASSADOR CAFFERY PARKWAY,SEATTLE,NJ,93830,TX - Dallas,90,5981.05,5307.72,4572.64
128,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,458101,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,1234 NAPIER AVENUE,WILLIAMSPORT,PA,99508,MA - Springfield,21,5981.05,6124.1,5197.08
129,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,153415,CARLISLE REGIONAL MEDICAL CENTER,267 GRANT STREET,MANHATTAN,IL,37877,NC - Greenville,42,16198.14,7903.59,4633.9
130,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,46949,CITRUS MEMORIAL HOSPITAL,800 SPRUCE STREET,DAYTON,NC,28535,OH - Dayton,73,10909.35,5217.61,5083.81
131,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,432291,SANFORD BEMIDJI MEDICAL CENTER,4077 5TH AVE,JEFFERSONVILLE,AL,49229,VT - Burlington,15,20943.66,5333.94,5869.7
132,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,408876,CLEVELAND CLINIC,1111 EAST MCDOWELL ROAD,DOTHAN,MI,38469,TX - Fort Worth,87,5981.05,7954.47,4007.45
133,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,496961,BATON ROUGE GENERAL MEDICAL CENTER,110 LONGWOOD AVE,PALM BEACH GARD,AL,56259,NY - White Plains,23,18135.01,6229.73,5130.1
134,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,339267,HOLY FAMILY HOSPITAL,3100 CHANNING WAY,ZEPHYRHILLS,NJ,48462,AL - Dothan,70,5981.05,5557.01,5761.01
135,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,349337,THIBODAUX REGIONAL MEDICAL CENTER,2650 RIDGE AVE,LEXINGTON,OH,64554,PA - Lancaster,58,29914.96,7632.28,4619.75
136,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,330953,SOUTHEAST ALABAMA MEDICAL CENTER,1411 BADDOUR PARKWAY,SELLERSVILLE,SC,99508,MN - St. Paul,20,5981.05,5803.85,5039.66
137,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,491404,FIRELANDS REGIONAL MEDICAL CENTER,100O EAST MOUNTAIN BOULEVARD,BRIDGEPORT,TN,99508,PA - Pittsburgh,81,6871.01,5126.46,5040.29
138,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,122566,MEDICAL CENTER HOSPITAL,99 BEAUVIOR AVE,JOPLIN,AL,88953,OH - Cleveland,15,7701.81,5703.08,5642.81
139,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,121083,CHRISTUS ST PATRICK HOSPITAL,335 GLESSNER AVENUE,ROCK ISLAND,FL,99508,AL - Dothan,52,9780.89,5762.53,4984.35
140,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,441281,"MOSES H CONE MEMORIAL HOSPITAL, THE",5721 WEST 119TH STREET,CHARLOTTESVILLE,AL,78614,OH - Youngstown,28,26267.43,4968.0,6028.75
141,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,310836,THOMAS MEMORIAL HOSPITAL,75 FRANCIS STREET,DOTHAN,OK,69689,DC - Washington,56,5981.05,5835.63,5304.16
142,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,457682,FAIRVIEW HOSPITAL,1108 ROSS CLARK CIRCLE,HARLINGEN,CA,97418,NJ - Camden,20,5981.05,4968.0,3853.31
143,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,204389,GEISINGER WYOMING VALLEY MEDICAL CENTER,250 MERCY DRIVE,INVERNESS,NC,68331,NJ - Newark,20,84864.93,6920.9,4550.05
144,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,226267,ST ALEXIUS MEDICAL CENTER,1402 E COUNTY LINE RD S,SAINT PETERSBUR,GA,98323,VA - Arlington,43,5981.05,5459.28,4368.52
145,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,320122,YUMA REGIONAL MEDICAL CENTER,601 ELMWOOD AVE,WARWICK,GA,99508,AL - Dothan,32,7976.63,5797.57,4968.1
146,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490963,UNIVERSITY HOSPITALS OF CLEVELAND,500 UNIVERSITY DRIVE,GRAND RAPIDS,MA,99142,MA - Boston,18,5981.05,5119.28,5661.8
147,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,146529,EL CAMINO HOSPITAL,10010 KENNERLY ROAD,CORPUS CHRISTI,SD,49194,AL - Huntsville,67,29777.59,5972.13,7986.75
148,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,331321,SOUTHEAST ALABAMA MEDICAL CENTER,710 FM 1960 WEST,PASADENA,SC,99508,TN - Nashville,21,5981.05,6683.58,4755.02
149,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,337020,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,2500 METROHEALTH DRIVE,CANTON,TX,99508,AL - Dothan,70,6221.44,5559.96,7789.19
150,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,413675,PEACEHEALTH SOUTHWEST MEDICAL CENTER,4500 13TH ST-P O BOX 1810,BETHESDA,TX,87633,PA - Allentown,35,5981.05,5761.14,4152.79
151,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,447869,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,1805 27TH STREET,INDIANAPOLIS,OK,99508,DC - Washington,32,5981.05,5179.49,5596.79
152,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,362834,FRENCH HOSPITAL MEDICAL CENTER,2450 SOUTH TELSHOR BLVD,FARMINGTON HILL,AL,69765,NJ - Paterson,17,10709.53,5630.28,7821.95
153,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,87749,NORWALK HOSPITAL ASSOCIATION,100 MADISON AVE,DURHAM,AL,99508,MN - Duluth,23,10487.75,6101.72,4584.26
154,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,369137,CHESTER COUNTY HOSPITAL,3333 W DE YOUNG,NAPERVILLE,CA,97383,NC - Raleigh,55,5981.05,5314.74,4826.34
155,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,362106,SOUTHEAST ALABAMA MEDICAL CENTER,200 MEMORIAL AVE,PORTLAND,FL,99508,TN - Knoxville,21,7111.51,5551.14,5283.2
156,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,301854,MERCY REGIONAL MEDICAL CENTER,4605 MACCORKLE AVE SW,DOTHAN,WV,95919,MO - Kansas City,21,5981.05,5157.86,4311.9
157,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,454026,SACRED HEART HOSPITAL,3186 S MARYLAND PKWY,VENTURA,CA,47687,NV - Las Vegas,79,7692.02,5757.07,6044.85
158,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,358108,PROVENA ST JOSEPH MEDICAL CENTER,609 MEDICAL CENTER DRIVE,MYRTLE BEACH,AL,82450,FL - Orlando,16,15308.72,7778.64,6073.1
159,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,493645,ADVOCATE GOOD SHEPHERD HOSPITAL,45 READE PLACE,WASHINGTON,AL,93905,MO - St. Louis,17,10784.45,5966.09,6943.44
160,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,344646,JOHNSON CITY MEDICAL CENTER,1000 SOUTH BECKHAM STREET,LIBERTY,WV,99508,MD - Baltimore,23,5981.05,5310.33,5123.11
161,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,120790,SOUTHEAST ALABAMA MEDICAL CENTER,400 WABASH AVENUE,HATTIESBURG,MA,99508,TX - Houston,20,6171.86,5479.88,4896.62
162,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,150617,KANSAS MEDICAL CENTER LLC,3700 KOLBE ROAD,MOUNT HOLLY,MI,92753,GA - Atlanta,41,17157.73,6263.68,6454.26
163,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,253876,OWENSBORO MEDICAL HEALTH SYSTEM,"9601 INTERSTATE 630, EXIT 7",KIRKLAND,TX,51613,NC - Greenville,47,8375.82,5366.52,6065.55
164,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,314435,CHRIST HOSPITAL,211 4TH STREET,DOTHAN,PA,76971,CO - Denver,19,5981.05,6517.44,4273.69
165,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,182324,ROCKFORD MEMORIAL HOSPITAL,9000 FRANKLIN SQUARE DR,NEWPORT NEWS,AZ,67103,FL - Ocala,28,25686.43,5679.33,4781.66
166,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,191470,LENOIR MEMORIAL HOSPITAL,1200 JD ANDERSON DR,MOBILE,AL,99508,CA - Sacramento,66,8299.77,6219.94,5288.24
167,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,51235,MAURY REGIONAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,FOLEY,FL,51779,KS - Wichita,17,5981.05,5034.64,3608.48
168,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,427430,MEMORIAL HOSPITAL,94 OLD SHORT HILLS ROAD,DES MOINES,MS,49446,IN - Evansville,48,31180.19,7501.03,6479.09
169,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,315475,"METHODIST HOSPITAL,THE",50 ROUTE 25A,DOTHAN,NV,99508,MN - Minneapolis,32,5981.05,5606.85,4427.99
170,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,69673,TEXAS HEALTH HARRIS METHODIST FORT WORTH,2525 DESALES AVE,MIDDLETOWN,IA,57808,OH - Canton,40,46542.56,7974.71,6223.91
171,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,215808,MONTEFIORE MEDICAL CENTER,15790 PAUL VEGA MD DRIVE,HOBART,OH,32918,WI - Green Bay,71,32971.14,9490.65,4778.17
172,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,73776,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,630 EAST RIVER STREET,WATERBURY,TX,99508,FL - Orlando,20,8510.23,5378.88,5024.56
173,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100629,HOLY CROSS HOSPITAL,1108 ROSS CLARK CIRCLE,JASPER,WA,86027,LA - Baton Rouge,19,5981.05,5343.69,3722.93
174,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,439821,MEDICAL CITY DALLAS HOSPITAL,736 IRVING AVENUE,ODESSA,AL,90606,NY - Albany,47,6974.26,5890.74,5166.19
175,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,438043,UNITED HSPTL SYS,1613 NORTH MCKENZIE STREET,DOTHAN,MI,60347,OH - Cleveland,94,5981.05,5107.9,4304.2
176,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,114166,JENNIE STUART MEDICAL CENTER,W 800 FIFTH AVENUE,DOTHAN,MI,99508,OH - Columbus,50,5981.05,6516.44,3821.83
177,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,466063,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,425 JACK MARTIN BLVD,PORTSMOUTH,AL,96351,IN - Gary,41,14912.32,5791.81,4763.12
178,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,356620,KAWEAH DELTA MEDICAL CENTER,601 N ELM ST  PO BOX HP-5,MINNEAPOLIS,CA,99508,AR - Little Rock,20,5981.05,4968.0,4109.6
179,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,334579,PITT COUNTY MEMORIAL HOSPITAL,413 LILLY ROAD NE,MANHASSET,NV,49748,AL - Dothan,19,13454.87,5232.73,4820.81
180,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,362247,SOUTHEAST ALABAMA MEDICAL CENTER,5300 MILITARY ROAD,SPOKANE,IN,58779,PA - Pittsburgh,22,7360.68,7915.99,4769.23
181,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,390437,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,155 MEMORIAL DRIVE,DOTHAN,KS,71413,MS - Hattiesburg,21,5981.05,5824.93,4421.65
182,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,69341,ELKHART GENERAL HOSPITAL,400 S 43RD ST,GREELEY,MI,95234,WV - Charleston,58,36035.38,5765.02,5646.82
183,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,112004,ST LUKES REGIONAL MEDICAL CENTER,657 TOWN CENTER DRIVE,DAYTON,WI,99508,PA - Philadelphia,18,5981.05,4981.21,3592.85
184,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,383580,GOOD SAMARITAN MEDICAL CENTER,401 W GREENLAWN AVE,KETTERING,MI,43765,VA - Richmond,91,5981.05,5456.6,3836.58
185,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,224983,REGIONAL WEST MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,OMAHA,GA,61925,NY - White Plains,20,18171.06,6197.86,6328.17
186,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,361294,ST JOHN'S REGIONAL HEALTH CENTER,601 W SECOND ST,DOTHAN,OH,99508,NJ - Camden,97,5981.05,5067.64,4134.46
187,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,87931,CENTRASTATE MEDICAL CENTER,1108 ROSS CLARK CIRCLE,CARROLLTON,NH,25317,WA - Seattle,22,5981.05,5015.73,4017.7
188,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,67861,LAKE HEALTH,2650 RIDGE AVE,CHATTANOOGA,MI,38832,HI - Honolulu,17,33062.6,8756.8,6130.96
189,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,71527,CARROLL HOSPITAL CENTER,ONE MEDICAL CENTER BOULEVARD,NORWOOD,IL,98347,DC - Washington,82,5981.05,5289.99,4316.79
190,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,318989,GOOD SAMARITAN MEDICAL CENTER,295 VARNUM AVENUE,DENVER,NH,96225,TX - Lubbock,78,33082.2,6406.54,5196.12
191,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,272498,CENTENNIAL MEDICAL CENTER,1001 SOUTH GEORGE STREET,LACONIA,AL,75875,CO - Pueblo,51,10085.39,5588.57,5357.92
192,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,314893,SUTTER MEDICAL CENTER OF SANTA ROSA,1945 RTE 33,MASON CITY,MO,99483,CA - Sacramento,14,5981.05,5399.86,4446.94
193,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,44742,MEDICAL CENTER OF THE ROCKIES,1007 GOODYEAR AVENUE,CHILLICOTHE,IA,51141,FL - Ormond Beach,18,30931.86,6064.13,4688.19
194,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,199310,JOHN C LINCOLN DEER VALLEY HOSPITAL,1220 MISSOURI AVE,BOCA RATON,OK,57159,CA - Los Angeles,22,5981.05,5296.9,4121.47
195,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,132760,SKYRIDGE MEDICAL CENTER,1325 SPRING STREET,DETROIT,GA,97729,IL - Urbana,83,6603.21,5097.72,5441.4
196,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,438555,CARTERSVILLE MEDICAL CENTER,703 MAIN ST,SARATOGA SPRING,NE,81342,AL - Dothan,18,7563.55,5598.82,5075.87
197,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,340085,DECATUR MEMORIAL HOSPITAL,1801 N JACKSON ST BOX 460,HARTFORD,TX,52112,CT - New Haven,17,52372.27,9030.42,5516.8
198,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,222252,CENTRAL FLORIDA REGIONAL HOSPITAL,4321 CAROTHERS PARKWAY,SUN CITY,IL,54424,TX - McAllen,22,5981.05,4968.0,3592.85
199,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,361394,CENTRASTATE MEDICAL CENTER,3535 SOUTHERN BOULEVARD,AKRON,PA,95721,NH - Manchester,21,5981.05,4968.0,3592.85
200,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,459442,STRONG MEMORIAL HOSPITAL,3400 WAKE FOREST RD,MESA,LA,53207,PA - Wilkes-Barre,94,24610.94,6449.7,5607.97
201,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,104374,UNIVERSITY HOSPITAL,5352 LINTON BLVD,TOWSON,MA,98785,OH - Columbus,20,5981.05,5285.83,4114.84
202,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,301699,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,6000 HOSPITAL DR,LEWISBURG,WI,99508,IN - Lafayette,88,5981.05,5047.82,4356.66
203,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,334761,SACRED HEART HSPTL,793 WEST STATE STREET,SPRINGFIELD,FL,99508,DC - Washington,21,5981.05,5393.41,4460.16
204,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,287999,MAURY REGIONAL HOSPITAL,1501 TROUSDALE DRIVE,SIOUX FALLS,LA,71547,WI - Marshfield,40,29549.19,9325.78,4822.83
205,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,174249,KALISPELL REGIONAL MEDICAL CENTER,300 COMMUNITY DRIVE,FLAGSTAFF,IA,67375,AR - Texarkana,41,54560.68,5570.8,5367.45
206,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,434093,SOUTHEAST ALABAMA MEDICAL CENTER,2505 U S HIGHWAY 431 NORTH,SPOKANE,FL,99508,OH - Cleveland,32,5981.05,5246.66,7813.32
207,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,382704,HOPKINS COUNTY MEMORIAL HOSPITAL,7950 W JEFFERSON BLVD,BANGOR,NJ,99508,TN - Chattanooga,21,10947.79,6164.55,4865.65
208,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,165180,BAPTIST HOSPITAL EAST,201 14TH ST SW,YOUNGSTOWN,AL,98635,MI - Kalamazoo,17,12711.89,5560.84,8730.75
209,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,482100,RICHMOND UNIVERSITY MEDICAL CENTER,2400 NORTH ROCKTON AVENUE,SALEM,NV,12348,OH - Akron,68,21275.87,5964.83,7895.29
210,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,461156,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1400 WEST PARK AVENUE,SPOKANE,IL,99508,NY - Albany,47,8191.67,5658.13,6152.64
211,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,31015,MEDICAL CENTER OF THE ROCKIES,2800 CLAY EDWARDS DRIVE,METHUEN,WA,99508,OH - Cleveland,35,5981.05,5564.12,4831.99
212,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,350142,BOCA RATON REGIONAL HOSPITAL,7500 MERCY RD,MANCHESTER,AL,46221,MA - Boston,61,20411.14,5636.44,4740.34
213,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,194205,LAKEVIEW REGIONAL MEDICAL CENTER,401 NORTH EWING STREET,OMAHA,FL,59624,CO - Colorado Springs,19,5981.05,5407.27,4646.84
214,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,37994,SAINT JOSEPH HOSPITAL,5475 SOUTH 500 EAST,GLENS FALLS,IL,91548,TX - San Antonio,36,5981.05,5640.31,4755.68
215,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,279822,THOMAS HOSPITAL,2101 PEASE ST,LORAIN,NH,55565,SD - Sioux Falls,42,26084.07,8859.08,4326.66
216,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,194570,CONEMAUGH VALLEY MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,LACOMBE,NJ,99508,MI - Saginaw,32,7512.79,5532.2,5097.92
217,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,480606,SISTERS OF CHARITY HOSPITAL,2122 MANCHESTER EXPRESSWAY,WINSTON-SALEM,FL,77707,GA - Atlanta,22,5981.05,4968.0,3979.78
218,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,80115,HENRY FORD MACOMB HOSPITAL,3990 JOHN R STREET,ANDOVER,MI,97763,NY - East Long Island,63,7893.04,8404.35,5011.72
219,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,232830,REGIONAL HOSPITAL OF JACKSON,1108 ROSS CLARK CIRCLE,WEST ISLIP,NJ,99508,MI - Detroit,30,6694.13,5304.2,4060.21
220,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,428964,SAINT JOHN'S HEALTH CENTER,50 MEDICAL PARK EAST DRIVE,BARRINGTON,WI,19958,FL - Ocala,44,26116.95,6693.41,5263.77
221,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,197325,FLORIDA HOSPITAL FLAGLER,200 LOTHROP STREET,ROSEVILLE,NE,59104,AR - Little Rock,104,7075.46,8168.63,4857.07
222,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,197205,THOMAS MEMORIAL HOSPITAL,100 PORT WASHINGTON BOULEVARD,DOTHAN,FL,49604,FL - Gainesville,22,12630.91,5597.55,4303.32
223,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,429657,VALLEY HOSPITAL MEDICAL CENTER,"1906 BELLEVIEW AVENUE, SE",STOCKTON,MT,5781,CA - Chico,49,23406.67,5480.83,5624.25
224,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,232633,ST VINCENT INFIRMARY MEDICAL CENTER,54 HOSPITAL DRIVE,MYRTLE BEACH,TX,84771,NH - Lebanon,37,17609.01,6689.98,5052.49
225,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,318559,BON SECOURS MARYVIEW MEDICAL CENTER,1120 SOUTH UTICA AVENUE,DOTHAN,KS,95320,MI - Saginaw,90,5981.05,5552.53,4047.2
226,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,429060,ST JOSEPH HOSPITAL,3333 SILAS CREEK PARKWAY,OVERLAND PARK,MI,49278,GA - Atlanta,51,5981.05,4968.0,3722.94
227,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,473948,SAINT ANTHONY MEDICAL CENTER,1425 PORTLAND AVENUE,DOTHAN,TX,48620,AR - Jonesboro,20,5981.05,5612.88,6076.54
228,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,333131,CARONDELET ST JOSEPHS HOSPITAL,270 - 05 76TH AVENUE,PUNTA GORDA,AL,49414,KS - Topeka,75,25887.36,8499.93,6429.54
229,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,337472,SOUTHEAST ALABAMA MEDICAL CENTER,2700 WEST NORFOLK AVE,ENGLEWOOD,FL,93186,NJ - Morristown,22,5981.05,5253.82,4228.96
230,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,39894,MERCY HOSPITAL,602 N ACADIA ROAD,DOTHAN,IL,14838,TX - Dallas,97,5981.05,5941.04,4054.24
231,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,386186,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,235 NORTH PEARL STREET,DOTHAN,WV,54738,MO - Kansas City,20,5981.05,5791.03,4511.95
232,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,417746,ST BERNARDS MEDICAL CTR,"489 STATE ST, PO BOX 404",DOTHAN,TN,99508,OH - Cleveland,20,5981.05,5338.91,4076.98
233,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,107648,PORTER VALPARAISO HOSPITAL,777 HEMLOCK STREET,ELIZABETH CITY,MO,30299,WI - Wausau,104,25835.32,5650.29,4417.89
234,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,66719,MONTEFIORE MEDICAL CENTER,468 CADIEUX RD,SPRINGDALE,AR,97164,CA - San Mateo County,22,5981.05,4968.0,3848.72
235,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,373756,CARONDELET ST JOSEPHS HOSPITAL,701 PRINCETON AVENUE SOUTHWEST,WAUSAU,CA,51988,NY - Albany,85,5981.05,4968.0,4748.01
236,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,377947,BROOKSVILLE REGIONAL HOSPITAL,1108 ROSS CLARK CIRCLE,ROWLETT,NY,31838,MO - Kansas City,35,5981.05,4968.0,4291.76
237,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,335001,SOUTHEAST ALABAMA MEDICAL CENTER,380 SUMMIT AVENUE,ALEXANDRIA,MA,99508,FL - Fort Myers,22,7807.06,5189.82,6145.03
238,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,184398,BOTHWELL REGIONAL HEALTH CENTER,211 ST FRANCIS DR,VALDOSTA,AR,60495,TX - Victoria,42,54214.87,5608.92,6991.59
239,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,152935,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,1108 ROSS CLARK CIRCLE,GARLAND,NJ,51573,TX - Houston,22,9281.04,5238.49,3990.8
240,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,330111,INTEGRIS BASS BAPTIST HEALTH CENTER,1101 26TH ST S,YAKIMA,IN,55473,MI - Detroit,51,22288.68,6904.6,7871.86
241,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70786,WELLSTAR COBB HOSPITAL,1638 OWEN DRIVE P O BOX 2000,RICHLAND,LA,31423,UT - Salt Lake City,50,19965.63,5676.07,5799.14
242,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,436949,ST JUDE MEDICAL CENTER,3800 RESERVOIR RD,DOTHAN,AR,68675,MA - Springfield,52,5981.05,5999.83,4335.47
243,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,492336,JUPITER MEDICAL CENTER,235 NORTH PEARL STREET,LACOMBE,FL,70215,TX - Odessa,26,10407.21,6460.3,5157.84
244,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,41434,CLEVELAND CLINIC,3000 MACK ROAD,DOTHAN,OR,47595,DC - Washington,22,5981.05,7029.68,3922.56
245,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,68382,FAIRVIEW HOSPITAL,509 N BROAD ST,LIBERTY,CT,88001,OK - Tulsa,29,21864.88,6583.13,5112.95
246,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,421663,MEMORIAL HERMANN TEXAS MEDICAL CENTER,1321 COLBY AVENUE,NORWOOD,AL,91477,MO - St. Louis,72,7192.53,6365.78,8330.86
247,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,349840,EASTERN IDAHO REGIONAL MEDICAL CENTER,2450 SOUTH TELSHOR BLVD,WILMINGTON,MA,92779,WA - Seattle,27,7535.0,5796.81,5018.99
