,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
124,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,421918,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,13695 US HWY 1,ROANOKE,AZ,53283,NC - Asheville,15,36090.34,6844.09,4710.57
125,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,347102,CAPITAL MEDICAL CENTER,"726 EXCHANGE STREET, SUITE 522",CHICAGO,OR,73015,AZ - Sun City,30,12897.14,8576.45,6667.25
126,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,136495,SHELBY BAPTIST MEDICAL CENTER,1800 SE TIFFANY AVE,FAYETTEVILLE,OR,21712,IN - Indianapolis,45,12061.19,5458.91,4675.85
127,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,176401,ST FRANCIS COMMUNITY HOSPITAL,5501 SOUTH MCCOLL,SEATTLE,VT,7592,VA - Norfolk,18,8837.46,8262.26,6463.93
128,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,450064,NAVARRO REGIONAL HOSPITAL,2500 N STATE ST,GADSDEN,MO,56138,MI - Detroit,27,28006.35,6167.95,4851.22
129,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,112131,CLARK MEMORIAL HOSPITAL,2650 RIDGE AVE,DENVER,OH,57992,TX - Houston,43,44557.49,7573.33,5466.04
130,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,157018,MEMORIAL REGIONAL HOSPITAL,111 SOUTH 11TH STREET,STUART,MA,6571,TX - Lubbock,19,33879.74,6677.45,4294.2
131,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,570887,EAST TEXAS MEDICAL CENTER,743 SPRING STREET,MEDFORD,PA,48936,TX - Fort Worth,67,21970.43,8798.95,5960.52
132,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,458786,SENTARA CAREPLEX HOSPITAL,110 REHILL AVE,MIDDLETOWN,TX,32692,TX - Fort Worth,40,9366.7,5841.96,4881.53
133,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,217806,FLOYD MEDICAL CENTER,500 MEDICAL CENTER BLVD,BERWYN,IL,73777,CA - San Diego,31,49841.96,5453.12,4444.96
134,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,423753,BATON ROUGE GENERAL MEDICAL CENTER,407 E 3RD ST,ELYRIA,WV,8554,TN - Memphis,20,33160.47,5360.7,5053.48
135,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,562674,MARTHA JEFFERSON HOSPITAL,169 RIVERSIDE DRIVE,BAKERSFIELD,MI,92183,IL - Melrose Park,17,36361.82,5550.37,4190.36
136,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,75202,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,315 SOUTH MANNING BOULEVARD,COMMERCE TOWNSH,MI,33440,OH - Cleveland,22,14859.29,7842.94,6698.63
137,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,529710,AURORA MEMORIAL HSPTL BURLINGTON,1600 MEDICAL PARKWAY,NASHVILLE,AZ,56841,NY - Albany,39,31720.38,6385.12,4532.51
138,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,629049,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,"726 EXCHANGE STREET, SUITE 522",MISSOULA,MI,13364,WA - Seattle,70,6218.21,6845.32,5359.83
139,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,611220,OVERLAKE HOSPITAL MEDICAL CENTER,4321 CAROTHERS PARKWAY,WINTER HAVEN,AZ,27620,IA - Waterloo,58,6426.78,5362.49,4386.37
140,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,31879,PROVENA ST JOSEPH MEDICAL CENTER,100 LANCASTER AVE,DANVILLE,FL,75962,CO - Denver,47,58288.42,5696.72,3886.86
141,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,310969,ST CLOUD HOSPITAL,1414 S KUHL AVE,LOVELAND,NY,74353,PA - Allentown,13,24097.56,6997.16,7168.26
142,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,171058,"MARY WASHINGTON HOSPITAL, INC",120 EAST HARRIS AVENUE,BURLINGTON,CO,28840,TX - San Angelo,44,36179.92,6672.75,4855.97
143,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,353520,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,3601 W THIRTEEN MILE RD,CYPRESS,NC,4356,CA - Fresno,22,11324.87,8723.08,8957.77
144,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,305949,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",736 IRVING AVENUE,EDINBURG,IA,34941,KY - Owensboro,53,19214.6,9357.2,7636.67
145,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,251803,CARLISLE REGIONAL MEDICAL CENTER,6019 WALNUT GROVE ROAD,NORMAL,OH,16172,NV - Las Vegas,21,8146.32,7020.23,5186.24
146,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,43785,WAUKESHA MEMORIAL HOSPITAL,1324 LAKELAND HILLS BLVD,MARYSVILLE,MA,15158,TX - Fort Worth,20,35051.14,7255.17,5464.32
147,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,61446,LENOX HILL HOSPITAL,3801 SOUTH NATIONAL AVENUE,WHITE PLAINS,WA,59138,CA - Los Angeles,20,30386.21,7526.84,6654.01
148,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,197323,MEMORIAL HOSPITAL OF SOUTH BEND,3100 CHANNING WAY,VENICE,TX,77657,KY - Paducah,60,39031.82,6438.85,5158.81
149,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,514380,MERCY REGIONAL MEDICAL CENTER,3700 KOLBE ROAD,FORT PIERCE,CA,36668,TX - Abilene,13,57832.29,5655.57,5479.16
150,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,78256,ST JOSEPH MERCY HOSPITAL,44201 DEQUINDRE ROAD,ESCONDIDO,MS,16142,IN - South Bend,67,11737.95,5606.82,3854.4
151,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,454044,CAPE FEAR VALLEY MEDICAL CENTER,6780 MAYFIELD ROAD,GLENDALE,IN,24936,TX - Corpus Christi,19,38900.49,8083.57,5966.21
152,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,113532,SARAH BUSH LINCOLN HEALTH CENTER,5 PERRYRIDGE RD,ATLANTIC CITY,TN,44843,MS - Jackson,18,23421.01,5205.77,3732.66
153,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,468738,ST CLARE'S HOSPITAL OF WESTON INC,747 BROADWAY,MADISON,MO,94802,GA - Atlanta,21,53604.87,5956.97,5424.64
154,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,395331,LEXINGTON MEDICAL CENTER,1000 WATERMAN WAY,CHICO,AL,71673,MI - Ann Arbor,53,13089.91,7971.19,7071.09
155,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,454140,ST LUKES EPISCOPAL HOSPITAL,425 JACK MARTIN BLVD,FEDERAL WAY,OH,15820,FL - Fort Lauderdale,37,20933.69,5949.19,4587.78
156,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,353697,TALLAHASSEE MEMORIAL HEALTHCARE,9003 EAST SHEA BOULEVARD,DECATUR,VA,65696,IN - South Bend,39,19790.9,8123.4,6954.69
157,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,380793,BAPTIST MEDICAL CENTER,420 N CENTER ST,ATLANTIC CITY,AZ,8817,NV - Reno,31,35841.35,7543.54,6366.08
158,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,502517,SUNRISE HOSPITAL AND MEDICAL CENTER,2951 MAPLE AVENUE,NASHVILLE,IL,8304,TN - Nashville,44,12659.87,5482.24,4799.86
159,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,213545,UPMC PRESBYTERIAN SHADYSIDE,1531 ESPLANADE,OSAGE BEACH,OH,67550,TX - Wichita Falls,32,54020.36,9126.53,5895.68
160,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,297664,MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN,1001 SOUTH GEORGE STREET,LAKE CHARLES,TN,79501,IL - Evanston,30,59895.56,6003.38,5955.82
161,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,660731,ST JOSEPH HOSPITAL,5200 EAST I-240 SERVICE ROAD,SAGINAW,CA,17035,TX - Odessa,48,27119.03,5423.36,4369.92
162,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,218225,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,1911 JOHNSON AVE,SUGAR LAND,OK,66347,UT - Salt Lake City,30,56325.61,6756.78,6681.57
163,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,386316,MEMORIAL HERMANN NORTHEAST,350 ENGLE ST,AUGUSTA,NM,50334,FL - Fort Lauderdale,47,8035.27,6346.16,5885.61
164,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,211530,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,TULSA,KY,2890,NJ - Hackensack,31,6341.42,8922.19,6435.08
165,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,332941,COLISEUM MEDICAL CENTER,1600 11TH STREET,AUSTIN,AR,3441,WV - Charleston,31,24916.31,8792.95,6537.0
166,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,610889,MERCY ST ANNE HOSPITAL,810 FAIRGROVE CHURCH RD,FAYETTEVILLE,TN,59759,MN - St. Paul,25,6540.37,7422.44,6076.13
167,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,175823,PROVIDENCE ST PETER HOSPITAL,6019 WALNUT GROVE ROAD,MADISON,OH,83478,NJ - Morristown,39,39570.33,6790.65,7263.86
168,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,285195,SAINT JOHN'S HEALTH CENTER,4300 ALTON RD,ANDOVER,MN,3120,MI - Muskegon,22,13612.18,5842.42,5622.16
169,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,162397,FRANKLIN SQUARE HOSPITAL CENTER,100 GRAND STREET,BRISTOL,AZ,86507,WA - Olympia,18,48484.55,5476.68,4558.04
170,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,166671,ALASKA REGIONAL HOSPITAL,3330 MASONIC DRIVE,ENID,IA,19793,TN - Nashville,15,32096.68,6830.16,5141.6
171,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,424416,VASSAR BROTHERS MEDICAL CENTER,"726 EXCHANGE STREET, SUITE 522",LAS VEGAS,AL,80875,WI - Milwaukee,14,42573.4,7509.75,6289.63
172,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,83988,MURRAY-CALLOWAY COUNTY HOSPITAL,355 RIDGE AVE,LUBBOCK,WA,52815,MI - Pontiac,16,30145.4,6688.45,7147.45
173,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,396640,OCALA REGIONAL MEDICAL CENTER,736 BATTLEFIELD BLVD NORTH,LA JOLLA,PA,35729,MD - Baltimore,28,15545.59,5306.01,4937.0
174,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,333798,ST MARY'S HOSPITAL,1000 MEDICAL CENTER BOULEVARD,SANFORD,AL,63194,LA - Lake Charles,27,52885.19,6003.79,5748.86
175,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,426566,ST PATRICK HOSPITAL,300 SECOND AVENUE,BLOOMINGTON,MS,37755,NY - Manhattan,39,42231.95,8379.17,6467.76
176,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,350284,CHRIST HOSPITAL,400 WABASH AVENUE,JOPLIN,CA,28228,PA - Pittsburgh,45,41769.98,6365.79,4959.77
177,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,361095,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,7007 POWERS BOULEVARD,LAS VEGAS,NY,14757,TN - Johnson City,28,38445.1,6361.08,4959.66
178,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,161475,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,503 MCMILLAN ROAD,FLINT,MI,23305,NJ - Ridgewood,50,31350.46,6144.47,3879.28
179,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,310843,NORWALK HOSPITAL ASSOCIATION,4401 BOOTH CALLOWAY ROAD,ANNAPOLIS,ND,17589,MI - Flint,47,24386.01,5170.7,4017.55
180,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,305459,ST PATRICK HOSPITAL,19300 SW 65TH AVENUE,GLENDALE,IA,4362,TX - Houston,46,13269.96,5271.89,5250.76
181,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,143222,CITRUS MEMORIAL HOSPITAL,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",PEORIA,NJ,14376,FL - Orlando,37,14272.26,7088.05,5896.21
182,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,155121,LEESBURG REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,FALMOUTH,IL,13243,FL - Orlando,34,21680.44,6045.55,5201.02
183,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,87423,SOUTH BALDWIN REGIONAL MEDICAL CENTER,3001 W MARTIN LUTHER KING JR BLVD,OXFORD,NE,44496,NY - East Long Island,16,13768.75,7301.27,5753.33
184,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,321756,JORDAN HOSPITAL INC,6411 FANNIN,FORT MYERS,AL,23577,FL - Hudson,26,40344.79,6910.19,5527.76
185,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,452031,SPRING VALLEY HOSPITAL MEDICAL CENTER,10010 KENNERLY ROAD,JACKSONVILLE,MO,95878,NY - Manhattan,32,33263.19,9330.14,7542.05
186,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,342190,NORTH MEMORIAL MEDICAL CENTER,424 SAVANNAH RD,SUFFERN,SC,81118,NJ - Ridgewood,21,30654.08,8648.43,7393.32
187,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,241527,FAIRVIEW PARK HOSPITAL,ONE HOAG DRIVE,BARRINGTON,IL,38556,IL - Melrose Park,11,52898.83,12258.95,8839.29
188,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,216016,HOLMES REGIONAL MEDICAL CENTER,1300 MICCOSUKEE RD,LUFKIN,TN,86455,IN - Gary,89,60514.62,6279.34,4622.68
189,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,310574,ANMED HEALTH,1701 S SHACKLEFORD ROAD,URBANA,LA,9779,MI - Detroit,45,40547.76,6387.78,5549.54
190,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,198961,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,3330 LOMITA BLVD,COMMERCE TOWNSH,IL,35681,AL - Birmingham,19,57410.89,6960.22,5714.4
191,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,84846,SOUTHEASTERN REGIONAL MEDICAL CENTER,3901 W 15TH ST,BRIDGEPORT,VA,96564,MO - Cape Girardeau,19,63191.93,6448.02,5885.84
192,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,46459,MEMORIAL HOSPITAL OF SOUTH BEND,1823 COLLEGE AVE,FULLERTON,MO,41573,NH - Manchester,34,17590.2,5377.29,4589.62
193,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,590931,SOUTHCREST HOSPITAL,750 EAST ADAMS STREET,PHOENIX,MT,27906,PA - Pittsburgh,23,43197.81,7600.78,4637.94
194,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,200902,WHEELING HOSPITAL,743 SPRING STREET,AUSTELL,VA,79887,IN - Fort Wayne,36,25999.48,5310.41,4609.51
195,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,493860,JOHN C LINCOLN DEER VALLEY HOSPITAL,5352 LINTON BLVD,PITTSBURGH,WA,28254,VT - Burlington,50,10169.02,5792.62,3849.34
196,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,397320,SSM ST MARYS HEALTH CENTER,18701 NORTH 67TH AVENUE,VERO BEACH,NJ,52096,SC - Charleston,18,18607.89,8581.95,7780.87
197,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,204025,METHODIST HOSPITAL,506 SIXTH STREET,BISMARCK,TN,62450,WI - Milwaukee,69,47600.89,8574.45,8436.8
198,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,190045,ALLEGIANCE HEALTH,811 EAST PARRISH AVENUE,WYNNEWOOD,NH,47841,OH - Youngstown,30,24397.72,5558.05,5247.96
199,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,347185,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,111 COLCHESTER AVE,COLUMBUS,NM,13376,NY - Albany,59,16781.72,7595.07,6342.59
200,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,361345,MISSISSIPPI BAPTIST MEDICAL CENTER,1200 EAST 3900 SOUTH,GAINESVILLE,MA,64847,MD - Takoma Park,33,30152.32,5431.8,4108.78
201,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,277091,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,6701 NORTH  CHARLES STREET,LEXINGTON,LA,38347,VA - Norfolk,103,22865.53,6158.62,4520.69
202,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,148163,LOWELL GENERAL HOSPITAL,602 N ACADIA ROAD,FORT WAYNE,MI,11908,MS - Hattiesburg,52,29672.68,6013.89,4936.92
203,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,223738,DIXIE REGIONAL MEDICAL CENTER,7601 SOUTHCREST DR,HOUSTON,NC,17990,CA - San Diego,116,20681.38,8986.31,7119.76
204,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,422171,OCALA REGIONAL MEDICAL CENTER,2700 DOLBEER ST,AKRON,MO,85055,AR - Fort Smith,18,47164.15,6780.79,6012.83
205,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,504417,ST JOSEPH HOSPITAL,FIRST AVENUE AT 16TH STREET,SPRINGFIELD,MA,79136,LA - Slidell,32,31383.05,7654.2,5629.24
206,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,81107,ALBANY MEDICAL CENTER HOSPITAL,600 E BLVD,ROCHESTER,IN,77862,TN - Kingsport,37,72284.08,8076.38,5988.06
207,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,493888,NORTHWESTERN MEMORIAL HOSPITAL,2302 COLLEGE AVENUE,WINTER HAVEN,CA,6250,FL - Clearwater,11,10306.6,5539.18,4610.71
208,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,143743,RESTON HOSPITAL CENTER,888 SWIFT BLVD,TRAVERSE CITY,CA,29475,UT - Ogden,24,55715.25,7532.31,6318.93
209,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,385785,UPPER CHESAPEAKE MEDICAL CENTER,1101 MEDICAL CENTER BLVD,ATLANTIC CITY,TN,89114,NJ - Camden,57,20051.25,6924.18,4710.22
210,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,58445,"LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC",7601 OSLER DRIVE,MARYSVILLE,NH,48146,WV - Charleston,16,52058.78,6717.78,6196.71
211,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,310707,AURORA ST LUKES MEDICAL CENTER,2222 N NEVADA AVE,RED BANK,MO,83335,PA - Reading,38,26973.19,5656.04,4017.85
212,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,245943,NATIONAL PARK MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,SPOKANE,TX,8681,AL - Mobile,87,35208.76,6465.75,4147.94
213,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,92635,CARSON TAHOE REGIONAL MEDICAL CENTER,3001 ST ROSE PARKWAY,LINCOLN,TX,59334,RI - Providence,53,36901.3,5123.03,4545.88
214,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,439926,ST DAVIDS MEDICAL CENTER,805 PAMPLICO HWY BOX 100550,EVANSVILLE,NY,27276,TX - Houston,66,22931.28,6303.48,4264.53
215,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,473528,NORWOOD HOSPITAL,5666 EAST STATE STREET,GRIFFIN,VA,56773,KY - Lexington,49,24001.13,5274.46,3838.66
216,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,486536,SUMMA HEALTH SYSTEMS HOSPITALS,475 SEAVIEW AVENUE,LOS ALAMITOS,SC,77906,MI - Pontiac,14,31241.62,7868.74,6572.02
217,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,231287,TAMPA GENERAL HOSPITAL,901 WEST BEN WHITE BLVD,LONGVIEW,MA,77070,LA - Houma,52,27591.06,7151.91,6236.29
218,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,179807,ST MARYS HOSPITAL AND MEDICAL CENTER,1600 W AVE J,RICHMOND,NJ,79259,CA - Orange County,63,36985.56,5755.6,4946.86
219,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,336389,UNIVERSITY HOSPITALS OF CLEVELAND,657 TOWN CENTER DRIVE,PALOS HEIGHTS,WI,27329,VA - Newport News,15,23956.78,5220.5,6751.15
220,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,415658,PEACEHEALTH SOUTHWEST MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,RICHMOND HEIGHT,AZ,48369,IN - Lafayette,45,6877.17,5912.96,4930.57
221,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,658274,MEDICAL CITY DALLAS HOSPITAL,6420 CLAYTON RD,ALLENTOWN,AL,58259,FL - Tampa,28,26274.04,7288.25,5325.72
222,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,571096,ROCKINGHAM MEMORIAL HOSPITAL,150 KINGSLEY LANE,LAS VEGAS,SC,38107,TX - Lubbock,82,7239.6,5072.18,3745.93
223,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,319304,NAPLES COMMUNITY HOSPITAL,400 W MINERAL KING AVE,LONG BRANCH,KY,69487,NY - White Plains,22,6018.11,5969.14,5219.28
224,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,405989,UNIVERSITY OF TOLEDO MEDICAL CENTER,200 TRENTON ROAD,BERWYN,TX,29135,MD - Baltimore,12,31424.18,5741.34,3689.22
225,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,204886,CHRISTUS ST MICHAEL HEALTH SYSTEM,1200 OLD YORK ROAD,BROWNS MILLS,WI,28603,TX - Abilene,47,35226.16,6947.28,4835.44
226,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,258447,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,9330 SR 54,TAMPA,TX,37810,IL - Melrose Park,59,64470.23,5827.81,4022.09
227,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,253964,UPMC HAMOT,500 W 4TH STREET,SPOKANE,IL,95078,LA - Shreveport,45,80977.11,7873.03,5790.48
228,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,159083,AURORA BAYCARE MED CTR,2005 5TH STREET,MOUNT VERNON,KS,17065,RI - Providence,17,52211.02,8625.3,6971.71
229,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,129552,"CENTRA  HEALTH, INC",2830 CALDER AVENUE,ALEXANDRIA,VA,85818,SC - Columbia,17,54066.26,10181.52,8397.28
230,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,234326,CAMDEN CLARK MEDICAL CENTER,5501 SOUTH MCCOLL,DUBOIS,GA,54031,AR - Texarkana,14,22724.58,8129.21,6615.86
231,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,339027,OAK HILL HOSPITAL,2300 NORTH EDWARD STREET,WEST COLUMBIA,GA,29830,CA - Sacramento,36,32094.03,6387.38,4306.95
232,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,75503,SAINT JOSEPH MEDICAL CENTER,2801 L STREET,FLORENCE,TX,71208,MN - Minneapolis,16,77526.05,6786.33,4554.08
233,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,131643,CARONDELET ST JOSEPHS HOSPITAL,4002 VISTA WAY,WAUSAU,TN,69571,CA - Fresno,25,11945.61,4996.58,3635.19
234,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,524120,UNIVERSITY HOSPITALS OF CLEVELAND,2845 GREENBRIER RD PO BOX 8900,POUGHKEEPSIE,WI,29351,PA - Philadelphia,41,28206.65,7668.0,6973.24
235,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,232549,OAKWOOD HOSPITAL AND MEDICAL CENTER,275 SANDWICH STREET,VENICE,MO,57908,MA - Worcester,17,8727.35,5167.75,4060.2
236,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,579372,SENTARA OBICI HOSPITAL,1900 PINE,SAINT LOUIS,IN,21362,IN - Terre Haute,46,24251.53,6123.92,4643.8
237,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,291587,SALINAS VALLEY MEMORIAL HOSPITAL,3625 UNIVERSITY BLVD S,WEST CHESTER,TX,7272,CA - Fresno,26,29662.04,6630.05,5306.12
238,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,165587,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,730 WEST MARKET STREET,PROVIDENCE,LA,52334,WA - Spokane,39,69108.82,5815.62,5884.21
239,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,159366,VIRGINIA HOSPITAL CENTER - ARLINGTON,100 LANCASTER AVE,WINTER HAVEN,TN,29845,WI - Green Bay,26,57566.51,5554.76,4129.01
240,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,292757,AULTMAN HOSPITAL,206 EAST BROWN STREET,LAFAYETTE,TN,74894,PA - Allentown,23,21942.05,5101.77,3789.02
241,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,470723,ST VINCENT'S MEDICAL CENTER,3100 N TENAYA WAY,COLUMBIA,AL,44153,IN - Indianapolis,19,30809.8,7488.11,5763.18
242,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,444055,LEXINGTON MEDICAL CENTER,3535 SOUTHERN BOULEVARD,BROOKSVILLE,TX,28317,MS - Hattiesburg,42,38828.59,7919.05,6430.3
243,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,337806,ROCKINGHAM MEMORIAL HOSPITAL,PO BOX 689,REDWOOD CITY,AZ,42639,ND - Bismarck,34,41256.1,6391.74,3856.01
244,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,39151,EVANSTON HOSPITAL,1214 COOLIDGE AVENUE,RANCHO MIRAGE,MS,80220,OR - Medford,23,50061.69,5483.5,4510.39
245,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,187015,SUMMERLIN HOSPITAL MEDICAL CENTER,9205 SW BARNES ROAD,FREDERICKSBURG,TX,37958,MA - Boston,14,68267.75,5409.97,5534.66
246,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,590755,REX HOSPITAL,2131 S 17TH ST BOX 9000,NAPLES,FL,53588,MO - Columbia,15,69868.57,8722.55,5965.84
247,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,529452,THE NEBRASKA METHODIST HOSPITAL,2825 E BARNETT ROAD,NEW YORK,WI,18932,TN - Nashville,34,23430.65,8564.8,6557.02
