,index,product,category,sub_category,brand,sale_price,market_price,type,rating
196,515,Premium Eau De Toilette,Gourmet & World Food,Breakfast Cereals,Dove,201.14,298.91,Namkeen & Savoury Snacks,
197,939,Japanese Cooking Rice-Wine,Gourmet & World Food,Breakfast Cereals,BB Home,330.08,375.49,Men's Deodorants,
198,378,Breeze - Razor Blades,Fruits & Vegetables,Health & Medicine,Iveo ,437.98,284.36,"Bath Stool, Basin & Sets",
199,108,Dog Supplement - Absolute Skin + Coat Tablet,Beauty & Hygiene,"Sausages, Bacon & Salami",Teamonk,143.97,461.65,Cotton & Ear Buds,4.4
200,803,Nomarks - Antimarks Soap For Oily Skin,Gourmet & World Food,Ready To Cook & Eat,Cornitos,155.86,558.55,Shampoo & Conditioner,
201,777,Storage/Lunch Steel Container with PP Lid - Red,"Foodgrains, Oil & Masala",Fragrances & Deos,Fruitoria,153.13,333.73,Cereal & Granola Bars,4.3
202,110,Immuniveda Golden Turmeric Milk Mix - Immunity Booster,Cleaning & Household,Skin Care,Colgate,37.64,170.36,Mouthwash,
203,864,"Oregano - Organic, USDA Certified","Bakery, Cakes & Dairy",Crockery & Cutlery,Paper Boat,262.29,448.85,Body Care,
204,730,Banana - Red,"Kitchen, Garden & Pets",Dals & Pulses,The Moms Co,1601.78,349.49,Bathing Bars & Soaps,
205,71,Bathing Soap - Sandal & Turmeric,Gourmet & World Food,Health & Medicine,PRISTINE,341.52,517.91,Glassware,
206,234,"Table Ring - Trivet Round, Dia-13 cm",Fruits & Vegetables,Chocolates & Biscuits,Himalaya,246.67,227.55,Ayurveda,
207,607,Up Or Down Eau De Toilette Deodorant - For Man,"Bakery, Cakes & Dairy",Pet Food & Accessories,Jovees,114.14,125.29,"Organic Rice, Other Rice",2.9
208,569,Flax Seeds - Roasted,"Foodgrains, Oil & Masala",Masalas & Spices,Oleiva Gold,109.39,78.02,Choppers & Graters,3.9
209,973,Raw Seeds - Sunflower Pumpkin Flax Seeds,"Foodgrains, Oil & Masala","Mops, Brushes & Scrubs",Yardley London,291.93,558.52,Containers Sets,
210,305,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324",Beauty & Hygiene,"Disposables, Garbage Bag",Yardley London,23.02,34.14,Chicken Sausages,4.2
211,47,Almond & Rose Soap Value Pack,Beauty & Hygiene,"Sauces, Spreads & Dips",Nelson Honey,41.25,438.31,Baby Wipes,
212,517,Mahabhringraj Tel - Hairfall Reduction & Dandruff Control,Snacks & Branded Foods,"Sauces, Spreads & Dips",Health Sutra,222.79,3494.97,Gardening Tools,3.5
213,863,Stevia Spoonable - Powder,Beverages,Pooja Needs,Wagh Bakri,477.22,405.72,"Organic Rice, Other Rice",
214,610,Atlantic Salmon - Smoked  Presliced,Beauty & Hygiene,"Noodle, Pasta, Vermicelli",Patanjali,154.24,538.8,Non Veg Pickle,
215,907,Shikanji & Chaat Savoury Taste Makers,Cleaning & Household,"Snacks, Dry Fruits, Nuts",True Elements,47.42,2396.57,Exotic Sugar & Salt,3.9
216,828,Soft Drink - Lime Flavoured,Gourmet & World Food,"Mops, Brushes & Scrubs",BB Home,298.69,474.91,Hair Oil & Serum,3.9
217,921,Pistachio,"Kitchen, Garden & Pets",Storage & Accessories,Hm International,431.75,466.2,Aromatherapy,
218,794,Andhra Special Allam/Ginger Pickle,Gourmet & World Food,Diapers & Wipes,Organic Harvest,514.64,350.98,Dry Fruits & Berries,
219,98,Toilet Cleaner Clinging Bleach Gel,"Foodgrains, Oil & Masala",Drinks & Beverages,Schwarzkopf Professional,94.75,295.37,"Healthy, Baked Snacks",
220,800,Refillable Gas Lighter With Flame (27.5cm),Fruits & Vegetables,Kitchen Accessories,Orika,207.61,184.55,Face Care,
221,345,Coriander Powder,"Kitchen, Garden & Pets",Health & Medicine,Laplast,13.29,126.26,Racks & Holders,4.0
222,862,Chai/Stainless Steel Cups - For The Love Of Tea,"Foodgrains, Oil & Masala",Fish & Seafood,Amul,17.14,464.05,"Organic Rice, Other Rice",4.0
223,148,BCAA Energy Drink - Berry Flavour,Beauty & Hygiene,Chocolates & Biscuits,Batter Box,196.61,246.58,Cotton & Ear Buds,3.8
224,293,Water & Juice Glass - Long,"Kitchen, Garden & Pets",Tea,Gadre,205.21,346.48,"Marie, Health, Digestive",
225,434,Bodylicious Deodorant Spray - Mate (For Men),"Kitchen, Garden & Pets",Kitchen Accessories,Delight Foods,182.01,18.87,Toothbrush,4.1
226,481,Hand Soap - Lavender & Chamomile,"Foodgrains, Oil & Masala",Oral Care,Kerala Ayurveda,85.24,68.18,Cookies,5.0
227,623,All Time Plastic Soup Strainer - Assorted Colour,"Kitchen, Garden & Pets",Baby Food & Formula,Sunfeast,227.22,473.95,Cereal & Granola Bars,
228,635,"Novawhite Glutathione & Vitamin C Cream - For Men & Women, Suitable For all Skin Types",Cleaning & Household,Dairy,G.D ,137.62,301.11,Body Care,
229,485,"Octa Plastic Pet Water Bottle - Light Blue, Narrow Mouth",Beverages,Skin Care,BB Home,125.21,1737.21,Face Care,3.7
230,968,Apple Cider Vinegar - Raw Unfiltered Unpasteurized with Cinamon & Honey,Beauty & Hygiene,Storage & Accessories,Karma Kettle,234.38,610.84,Glassware,
231,761,Jaggery/Bella Powder - Pesticide Free,Gourmet & World Food,Dry Fruits,Colgate,430.94,735.63,"Pure, Pomace Olive Oil",
232,924,Basil Seed Drink - Orange,Beauty & Hygiene,Bins & Bathroom Ware,Tropicana,107.96,192.88,Glassware,
233,789,Glass Water/Juice Tumbler - Summer,"Foodgrains, Oil & Masala",Skin Care,Colour Me,48.05,594.99,"Agarbatti, Incense Sticks",
234,918,Blueberry Almond Crisps,"Foodgrains, Oil & Masala",Masalas & Spices,PureCult,90.82,531.48,Cooking Pastes,
235,973,Cotton Pads,"Foodgrains, Oil & Masala","Snacks, Dry Fruits, Nuts",Nourish You,179.73,404.84,Organic Vegetables,
236,499,Wasabi Coated Green Peas,Baby Care,Bath & Hand Wash,Scotch brite,316.31,999.5,Frozen Vegetables,3.9
237,867,Soap,Snacks & Branded Foods,Fragrances & Deos,Good knight,224.79,743.84,Chilli & Soya Sauce,
238,668,Wonderz Milk Shakes - Classic Vanilla,"Kitchen, Garden & Pets",Storage & Accessories,Lindberg,40.54,202.25,Containers Sets,
239,450,Organic - White Pepper,"Kitchen, Garden & Pets",All Purpose Cleaners,Basso,36.3,93.2,Ayurveda,3.6
240,706,Water/Juice Glass Tumbler - Volvic 3303,Beauty & Hygiene,Bath & Hand Wash,Rostaa,132.82,1780.13,"Flavoured, Soya Milk",
241,922,Turmeric Powder/Arisina Pudi,"Kitchen, Garden & Pets",Fresheners & Repellents,Ramson,110.86,221.1,Organic Masalas & Spices,
242,697,"Plates - Marine Fish, Medium",Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Eastern,18.41,198.55,"Cookies, Biscotti, Wafer",3.2
243,864,Chewy Mints - Lemon,"Kitchen, Garden & Pets",Kitchen Accessories,Nakoda,152.56,2193.4,Glassware,
244,918,Organic Cold Pressed Virgin Coconut Oil,"Kitchen, Garden & Pets","Noodle, Pasta, Vermicelli",Fresho,105.67,317.33,"Toor, Channa & Moong Dal",
245,591,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20247),Beauty & Hygiene,Health & Medicine,Tulips,354.17,110.96,Granola & Cereal Bars,
246,629,Chai/Stainless Steel Cups - For The Love Of Tea,"Kitchen, Garden & Pets",Crockery & Cutlery,ECO365,280.74,580.51,Face & Body,
247,684,Maharasnadi Kwath,"Eggs, Meat & Fish",Health & Medicine,Pietro Coricelli,19.67,38.27,"Utensil Scrub-Pad, Glove",4.2
248,265,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg",Cleaning & Household,Ready To Cook & Eat,Murginns,103.88,79.21,Shampoo & Conditioner,3.9
249,628,Coffee Creamer - Coffee-Mate,Beverages,Health & Medicine,Meghdoot,62.5,309.44,Glassware,
250,31,Peach Syrup,"Foodgrains, Oil & Masala",Bath & Hand Wash,Oleiva Gold,56.29,373.21,Bath Salts & Oils,1.8
251,382,Cube Storage Glass Jar,Gourmet & World Food,Masalas & Spices,Baidyanath,282.15,488.72,Glassware,
252,13,"Notebook - Unruled, Long",Fruits & Vegetables,Steel Utensils,Laplast,179.06,156.29,"Marshmallow, Candy, Jelly",3.2
253,141,Whiteglow Skin Whitening & Brightening Gel Creme PA+++ - SPF 25,"Foodgrains, Oil & Masala",Masalas & Spices,Embark,221.56,330.77,Mouthwash,
254,952,Cake Gel,Fruits & Vegetables,"Spreads, Sauces, Ketchup",PRISTINE,41.86,66.47,Baking Tools & Brushes,3.7
255,565,"Gokshuradi Guggulu - Urinary Disorders, 500mg",Cleaning & Household,Oral Care,Kantan,59.75,758.29,Water & Fridge Bottles,5.0
256,142,Ragi Flakes,"Kitchen, Garden & Pets",Edible Oils & Ghee,Mastercook,102.39,450.67,"Chocolate, Peanut Spread",
257,302,Nicer Dicer,Fruits & Vegetables,Baby Bath & Hygiene,As Chefs Cook,176.04,240.12,"Strainer, Ladle, Spatula",4.5
258,101,Brioche,Beauty & Hygiene,Masalas & Spices,BIOTIQUE,34.49,551.83,Organic Dals & Pulses,
259,257,"Pomegranate - Single Serve, Peeled",Beauty & Hygiene,Crockery & Cutlery,Blue Dragon,650.34,253.83,Plates & Tumblers,
260,283,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324","Foodgrains, Oil & Masala",Dairy & Cheese,Dabur,20.82,643.36,"Toor, Channa & Moong Dal",4.4
261,424,"Sausage - Chicken, Cocktail","Kitchen, Garden & Pets",Crockery & Cutlery,Graminway,84.38,511.37,"Olive, Jalapeno, Gherkin",
262,227,Moisturizing Body Bath - Green Tea & Milk,Beauty & Hygiene,Bath & Hand Wash,TGL Co.,299.16,506.27,Granola & Cereal Bars,4.1
263,895,Aamras Mango Fruit Juice,Cleaning & Household,Skin Care,Frestol,382.88,223.69,International Chocolates,
264,109,Paratha Puff,Cleaning & Household,Pet Food & Accessories,Fresho,237.32,504.14,Women's Deodorants,2.7
265,57,Ladies Finger,"Kitchen, Garden & Pets",Pet Food & Accessories,Health 1st,275.48,2009.03,Salted Biscuits,
266,540,Shaving Foam,"Kitchen, Garden & Pets",Cooking & Baking Needs,INATUR ,415.63,239.19,Face Care,
267,869,Coriander Powder,Fruits & Vegetables,Snacks & Namkeen,Graminway,295.82,435.32,Chicken Sausages,
268,982,Imitation - Crab Sticks,"Bakery, Cakes & Dairy",Skin Care,Mastercook,108.2,185.99,"Agarbatti, Incense Sticks",
269,51,Syrup,Snacks & Branded Foods,Bath & Hand Wash,The Man Company,87.27,638.55,"Curry Paste, Coconut Milk",4.2
270,980,Pure Neem Skin Purifying Face Wash,"Foodgrains, Oil & Masala","Snacks, Dry Fruits, Nuts",Kvg,125.54,74.61,Flavoured & Other Oils,4.2
271,203,Plain Green Olives,Beauty & Hygiene,"Disposables, Garbage Bag",Pigeon Baby,332.5,183.18,Bathing Bars & Soaps,
272,488,Organic Bisibelebath Mix - Kodo Millet,Gourmet & World Food,Breakfast Cereals,Huggies,238.43,228.59,Lime & Mango Pickle,
273,738,Meghdoot Honey Almond Body Lotion,Baby Care,"Snacks, Dry Fruits, Nuts",Himalaya,325.61,636.77,Men's Deodorants,
274,130,Hand Sanitizer - 70% Alcohol Base,Beauty & Hygiene,Steel Utensils,DP,648.17,921.04,Flavoured & Other Oils,
275,752,Original Scent - Dry Skin Moisturiser With Cherry Almond Essence,Snacks & Branded Foods,"Cookies, Rusk & Khari",Koka,13.69,23.76,Shampoo & Conditioner,3.9
276,219,Sixer Biscuits - Salted,Fruits & Vegetables,Pet Food & Accessories,On The Run,43.9,369.65,Chocolates,2.7
277,527,Ayurvedic Jamun Powder,"Eggs, Meat & Fish",Hair Care,Godrej,23.04,364.93,International Chocolates,3.5
278,684,"Sport Deo Spray - Fresh, for Men",Beauty & Hygiene,Health & Medicine,Olivia,345.49,514.76,International Cheese,
279,989,Lemon - Organically Grown,Beauty & Hygiene,"Cookies, Rusk & Khari",Fresho,270.1,437.28,Chicken Sausages,
280,201,Sunscreen Cream - Sunblock Anti Aging SPF UV 60,Beauty & Hygiene,Bath & Hand Wash,Pampers ,209.65,2833.14,Gourmet Tea & Tea Bags,
281,224,Sensual - Handmade Jasmine Bathing Bar With Natural Chunks,"Foodgrains, Oil & Masala",Organic Staples,Reliance,92.23,155.76,Toothbrush,
282,741,Hajmola Maha Candy - Aam+Imli,Beauty & Hygiene,Cookware & Non Stick,TGL Co.,424.91,642.36,Dry Fruits & Berries,4.4
283,133,Sunscreen Cream - Sunblock Anti Aging SPF UV 60,Cleaning & Household,Storage & Accessories,Airific,445.45,601.11,Shampoo & Conditioner,4.2
284,793,Chicken Liver Gourmet Loaf With Pumpkin - Super Food,Cleaning & Household,Fruit Juices & Drinks,999,44.73,155.04,Bathing Accessories,5.0
285,638,Masterchefs Germ Protection Liquid Handwash Refill,Cleaning & Household,Steel Utensils,Fresho,10.0,203.12,Steel Lunch Boxes,
286,986,Gentle Baby Wipes,"Kitchen, Garden & Pets",Masalas & Spices,Engage,198.55,189.22,Juices,
287,824,Basmati Rice/Basmati Akki - Rozana Super 90,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Kamasutra,88.02,701.71,Organic Masalas & Spices,
288,585,Skin Fruits Fruit Moisturising Body Lotion,Cleaning & Household,Fragrances & Deos,Excel Plus,322.69,331.37,Kadai & Fry Pans,5.0
289,782,Pet Food - Variety Stix,"Kitchen, Garden & Pets",Rice & Rice Products,Manna ,125.17,293.32,Diapers,
290,465,Raw Seeds - Sunflower Pumpkin Flax Seeds,"Kitchen, Garden & Pets",Crockery & Cutlery,Graminway,106.6,172.72,Face Masks & Safety Gears,
291,376,Cookies - Atta Desi Ghee,"Foodgrains, Oil & Masala",Chocolates & Biscuits,Veet,87.86,194.89,Cooking Pastes,3.7
292,298,Premium - 3 Follow-Up Formula,Fruits & Vegetables,Pet Food & Accessories,Fresho,48.75,107.44,Butter & Cream,
293,170,Up Or Down Eau De Toilette Deodorant - For Man,"Foodgrains, Oil & Masala",Health & Medicine,Badshah,83.08,642.61,Hair Removal,4.4
294,439,Jupiter Water/Juice Glass Tumbler,Beauty & Hygiene,Skin Care,True Elements,47.6,24.62,Blended Masalas,
295,526,Almond & Rose Soap Value Pack,"Kitchen, Garden & Pets",Drinks & Beverages,Johnson's baby,130.5,298.94,Cereal & Granola Bars,
296,599,Cube Storage Glass Jar,Cleaning & Household,Crockery & Cutlery,INATUR ,153.89,583.68,Tomatoes & Vegetables,
297,141,Up Or Down Eau De Toilette Deodorant - For Man,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",BIOTIQUE,152.41,289.25,Frozen Vegetables,4.0
298,710,Oxygen Moisture Shampoo,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Jiva Ayurveda,470.19,339.12,"Cutlery, Spoon & Fork",
299,383,Assam Tea,"Kitchen, Garden & Pets",Bath & Hand Wash,Nestle ,500.23,51.1,Flours & Pre-Mixes,
300,37,Face Wash - Blush & Glow Strawberry Gel,"Bakery, Cakes & Dairy",Diapers & Wipes,Yera,708.94,372.09,Breakfast & Snack Mixes,
301,463,Himalayan Raw Apple Cider Vinegar,"Foodgrains, Oil & Masala",Feminine Hygiene,Dabur,189.89,195.96,Ayurveda,3.9
302,568,Stainless Steel Water Bottle - Red BB 508,Beauty & Hygiene,Pet Food & Accessories,Fresho,209.31,387.79,"Bakery Biscuits, Cookies",
303,77,& Moms Bathing Soap - Jasmine,Beauty & Hygiene,Skin Care,bb Royal,45.05,20.54,Green Tea,3.9
304,953,Coconut Scraper - Sleek,"Eggs, Meat & Fish",Men's Grooming,Iveo ,344.06,197.78,Imported Noodles,
305,112,Avida 3-in-1 Semi Economy Pouch -  FG01248,Beauty & Hygiene,Oral Care,Garden,51.47,239.96,Cheese,4.5
306,337,Sorghum Rava/ Semolina,Fruits & Vegetables,Dals & Pulses,Born Good,344.28,299.23,"Hummus, Cheese, Salsa Dip",
307,985,Pizza Topping,Gourmet & World Food,Flask & Casserole,ALPENLIEBE,200.73,1348.9,Lunch Boxes,
308,699,Body Massage Oil - Energising,"Bakery, Cakes & Dairy",Breakfast Cereals,Urban Platter,134.22,56.55,Lunch Boxes,3.3
309,878,Refillable Gas Lighter With Flame (27.5cm),Gourmet & World Food,Frozen Veggies & Snacks,Tong Garden,1014.85,533.61,Whole Spices,
310,899,"Brass Angle Deep - Plain, No.2",Gourmet & World Food,Fragrances & Deos,Tata Tea,962.01,3772.11,Ayurveda,4.1
311,80,"Matcha Moringa Bar Bites - Mini, Gluten-free, Vegan",Snacks & Branded Foods,Tea,Ocean,34.91,223.41,"Cut Fruit, Tender Coconut",2.9
312,946,100% Green Tea,Fruits & Vegetables,All Purpose Cleaners,Habit,316.89,198.49,Nachos & Chips,
313,198,Cotton Pads,Beauty & Hygiene,Crockery & Cutlery,B Natural,149.68,618.29,Body Care,
314,506,Moisturizing Body Bath - Green Tea & Milk,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Organic Harvest,106.46,268.59,"Curry Paste, Coconut Milk",3.4
315,188,Oceans Deodorant for Men - Long Lasting & Fresh Aquatic Fragrance,Beauty & Hygiene,Skin Care,Drools,175.97,546.08,Boiled & Steam Rice,
316,399,Water/Juice Glass Tumbler - Volvic 3303,"Kitchen, Garden & Pets",Drinks & Beverages,Happilo,44.79,32.81,Attar,
317,317,Masala - Vegetable,"Foodgrains, Oil & Masala",Skin Care,Chymey,73.05,550.33,Green Tea,4.5
318,130,Aloe Vera - Organically grown,"Kitchen, Garden & Pets",Bath & Hand Wash,BB Home,67.13,344.52,"Cups, Mugs & Tumblers",
319,314,Herbal Wine Grapefruit Lip Balm,Beauty & Hygiene,Cereals & Breakfast,Aaha Oho,113.51,430.44,Hair Color,5.0
320,727,Fruit N Fibre Muesli - Mixed Fruit,Beauty & Hygiene,Storage & Accessories,Kaya Clinic,137.43,190.92,Face Care,
321,543,Baby Corn - Sweet & Sour,Fruits & Vegetables,Masalas & Spices,Sanjay ,66.88,232.44,Blended Masalas,
322,529,"Namkeen - Murku, Ribbon",Beverages,Drinks & Beverages,Mastercook,916.56,293.1,Pressure Cookers,
323,535,Masala Upma,Gourmet & World Food,Dairy & Cheese,Fresho,183.5,433.03,Bowls & Vessels,3.8
324,892,Bathing Soap - Sandal & Turmeric,"Bakery, Cakes & Dairy",Skin Care,Nike,241.59,274.22,Containers Sets,
325,901,Body Massage Oil - Energising,Gourmet & World Food,Indian Mithai,Montanini,202.3,643.77,Balsamic & Cider Vinegar,
326,707,Masala - Vegetable,Beauty & Hygiene,Crockery & Cutlery,Huggies,252.02,309.27,Men's Deodorants,
327,824,"LED Bulb - 10 Watt CDL Round Base Lyor 5 Star Series, Cool Day Light White, B22","Foodgrains, Oil & Masala",Ready To Cook & Eat,HappyChef,145.37,83.72,Disinfectant Spray & Cleaners,
328,362,Bubble Glass,Beauty & Hygiene,Dals & Pulses,Nutribee,48.54,259.95,Organic Fruits,
329,846,Baby Corn - Sweet & Sour,"Kitchen, Garden & Pets",Fragrances & Deos,Good knight,173.84,149.17,Bathing Bars & Soaps,
330,956,Bounce Biscuits - Elaichi Creme,Beauty & Hygiene,Health & Medicine,BB Home,170.86,722.35,Toothpaste,
331,350,Chai/Stainless Steel Cups - For The Love Of Tea,"Foodgrains, Oil & Masala",Diapers & Wipes,Keya,34.34,153.4,Sports & Energy Drinks,4.3
332,760,Dazzle Livid Lilac Dinner Set - White,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",B Vishal,573.76,360.79,Quinoa & Grains,4.0
333,790,Sheer Perfume For Women - EDP,Gourmet & World Food,Masalas & Spices,Puramate,1064.26,304.92,Kitchen Tools & Other Accessories,
334,923,Nizami Hyderabadi Cuisine,Beauty & Hygiene,"Noodle, Pasta, Vermicelli",Nike,62.42,313.86,Pet Collars & Leashes,1.5
335,629,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg",Beauty & Hygiene,Cooking & Baking Needs,bb Royal,209.05,252.01,Namkeen & Savoury Snacks,
336,391,Chipotle Pepper Sauce,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Cello,366.53,1134.31,Home Baking,
337,138,Chemba Puttu Podi,Beverages,Chocolates & Candies,Heritage,491.21,454.42,Containers Sets,4.2
338,772,Royce Premium High Quality Pedal Plastic Dustbin / Garbage Bin - Blue,Beauty & Hygiene,Frozen Veggies & Snacks,B Vishal,500.33,560.94,"Pen, Pencils",
339,362,Squash - Sarasaparilla/Nannari/Sugandhi Root,"Kitchen, Garden & Pets",Masalas & Spices,Organic Harvest,439.62,86.54,Aromatherapy,
340,760,Sugar Free Butter Cookies,Fruits & Vegetables,Bath & Hand Wash,Aachi,295.84,493.7,Mayonnaise,
341,234,Cotton Pads,Cleaning & Household,Cookware & Non Stick,Kaiv,135.54,320.17,Cooking Pastes,3.9
342,85,Nutrition & Health Drink - Pista Badam,"Bakery, Cakes & Dairy",Fragrances & Deos,Soulflower,19.13,146.92,Herbs & Seasoning,3.2
343,150,Basil Seed Drink - Orange,Gourmet & World Food,Ready To Cook & Eat,Kiwi,67.49,145.8,Gourmet Tea & Tea Bags,5.0
344,110,Hair Styling Gel - High Hold With Wet Looks,Beverages,Chocolates & Candies,Kapiva Ayurveda,838.08,86.89,Body Care,4.0
345,256,Chai/100% Melamine Water/Juice Tumbler - Red,"Foodgrains, Oil & Masala",Bath & Hand Wash,bb Royal,64.97,767.26,Glassware,4.1
346,682,Salem Turmeric Powder/Arisina Pudi,Gourmet & World Food,"Spreads, Sauces, Ketchup",Dukes,92.17,187.06,Sugar & Jaggery,5.0
347,729,Pure Shilajit - Resin Form,Fruits & Vegetables,Bath & Hand Wash,Nourish You,91.09,222.01,Eau De Toilette,
348,274,"Anti Viral & Anti Pollution N95 Face Mask - Tesu, Large, Assorted",Beauty & Hygiene,Skin Care,SINWUAS,305.8,149.01,Muffins & Cup Cakes,
349,384,"Prawns, Peeled & Deveined","Foodgrains, Oil & Masala",Baby Food & Formula,The Man Company,134.0,227.22,Bathing Bars & Soaps,4.3
350,896,Cotton Mop With Telescopic Handle 150 Cm,Fruits & Vegetables,Tinned & Processed Food,Bombay Shaving Company,233.35,387.98,Containers Sets,4.2
351,500,"Stainless Steel Pressure Cooker - Steeltuff, Induction Base, Silver","Foodgrains, Oil & Masala",All Purpose Cleaners,Pasabahce,87.03,514.36,Dust Cloth & Wipes,
352,613,Masala - Birayani Pulao,Cleaning & Household,"Noodle, Pasta, Vermicelli",Richfeel,255.76,3287.26,Thai & Asian Sauces,4.3
353,340,Intimate Lightening Serum,Gourmet & World Food,Baby Food & Formula,Urban Platter,279.58,467.15,Copper Utensils,
354,346,Herbal Peptide + Hyaluronic 4% Firming Serum - Complete Age Control Concentrate,"Kitchen, Garden & Pets",Fragrances & Deos,Organic Tattva,32.28,114.46,Whole Spices,3.9
355,652,Fenugreek/Methi/Menthya,"Eggs, Meat & Fish",Skin Care,Soft Touch,219.06,221.75,Blended Masalas,
356,390,Basmati Rice/Basmati Akki - Rozana Super 90,Gourmet & World Food,Baby Food & Formula,Timios,98.53,222.79,Gourmet Juices & Drinks,
357,211,Hajmola Maha Candy - Aam+Imli,Snacks & Branded Foods,Fresheners & Repellents,Sunfeast,188.74,94.3,"Organic Rice, Other Rice",
358,659,Nizami Hyderabadi Cuisine,"Foodgrains, Oil & Masala",Fresh Fruits,Unibic,119.31,1093.43,Fresh Sweets,
359,935,Bio Green - Apple Fresh Daily Purifying Shampoo & Conditioner,Beauty & Hygiene,Hair Care,BB Home,100.17,334.94,Muffins & Cup Cakes,
360,941,Meghdoot Honey Almond Body Lotion,Fruits & Vegetables,Bath & Hand Wash,Pro Nature,167.32,522.31,Granola & Cereal Bars,
361,826,Chia Seeds,Gourmet & World Food,Cookware & Non Stick,Barilla,106.32,417.94,"Chocolate, Peanut Spread",3.0
362,912,Aloe Face Wash Gel,Gourmet & World Food,Crockery & Cutlery,Happilo,397.47,263.29,Dry Fruits & Berries,
363,735,Organic Basmati Rice/Basmati Akki - White,"Foodgrains, Oil & Masala","Noodle, Pasta, Vermicelli",Jergens,39.72,549.61,Pastas & Spaghetti,
364,61,Drumstick - Organically Grown,Beauty & Hygiene,Drinks & Beverages,Kuxuna,128.11,270.85,"Healthy, Baked Snacks",3.5
365,43,"Comfort Bathroom Stool Plastic/Patla - Plain, Big, Assorted",Baby Care,Cereals & Breakfast,MeraKisan,122.28,397.7,Containers Sets,3.0
366,240,Curcumin Imbued Honey,Beauty & Hygiene,Feeding & Nursing,Milton - Spotzero,378.13,143.35,Chicken Sausages,
367,613,"Kitchen Cleaning/Dusting Microfibre Cloth - Grey, G130060GR",Baby Care,Masalas & Spices,Dabur,18.82,212.8,Shampoo & Conditioner,
368,648,Pistachio,Gourmet & World Food,Skin Care,Hm International,20.3,3276.93,Organic Baby Food,4.5
369,195,Pani Puri Mix Paste,Cleaning & Household,Dairy & Cheese,Jerhigh,255.71,98.04,Instant Noodles,4.1
370,627,"Chilli - Bajji, Mild",Fruits & Vegetables,Crockery & Cutlery,Twister,162.79,73.04,Cooking Pastes,
371,614,"Green Tea - Tulsi, Good Morning","Foodgrains, Oil & Masala",Health & Medicine,Prestige,114.3,262.86,Baby Food,3.7
372,810,Evening Primrose Oil - Vegetarian Capsule (500 mg),Cleaning & Household,Skin Care,Epigamia ,15.94,189.07,Gourmet Tea & Tea Bags,4.4
373,512,"N95 Washable Face Mask - Blue, Medium","Eggs, Meat & Fish",Oils & Vinegar,Herbal Strategi,453.87,346.56,Roasted Seeds & Nuts,4.2
374,528,Solution Anti Blackhead/Whitehead Masksheet (Pack of 10),Beverages,Stationery,T BASE,38.99,163.87,"Healthy, Baked Snacks",
375,520,Organic Carom Seeds/Ajwain/Om Kalu,"Foodgrains, Oil & Masala",Storage & Accessories,MVS,142.23,205.22,Instant Noodles,4.2
376,293,Eggless Mayonnaise Dip,"Foodgrains, Oil & Masala",Masalas & Spices,Joy,364.03,521.04,Cocktail Mixes,
377,963,Dog Supplement - Absolute Skin + Coat Tablet,Gourmet & World Food,Cooking & Baking Needs,Aachi,193.58,731.64,"Organic Rice, Other Rice",
378,638,Toor/Arhar Dal,Beauty & Hygiene,Organic Fruits & Vegetables,Milky Mist,220.6,643.96,Face Care,
379,351,Tapioca,"Foodgrains, Oil & Masala",Biscuits & Cookies,ENE,359.05,296.61,Aromatherapy,
380,411,"Bathing Bar Soap - Germ Protection, Original",Gourmet & World Food,"Disposables, Garbage Bag",Cadbury,368.2,219.42,Face Care,
381,467,Taft Ultimate Hair Lacquer Ultimately Strong 6,Beauty & Hygiene,Masalas & Spices,Seven seas,194.53,690.11,Bathing Bars & Soaps,2.4
382,585,"Spring Roll Sheets - 6""x6""",Fruits & Vegetables,Biscuits & Cookies,Big Sams,249.51,364.31,Organic Baby Food,
383,138,"Padded Harness - 3/4 inch, Grey Colour","Foodgrains, Oil & Masala",Skin Care,Kaya Youth,145.15,454.36,Heat & Eat Ready Meals,3.9
384,703,"Diabetic Care - Apple Cider Vinegar Blended With Bermuda Grass, Guava Leaf Juice & Honey","Foodgrains, Oil & Masala",Masalas & Spices,DP,539.33,426.14,Men's Deodorants,
385,933,Sesame Oil - Cold Pressed,Snacks & Branded Foods,Baby Food & Formula,Meghdoot,201.29,2953.09,Blended Masalas,
386,967,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324","Kitchen, Garden & Pets","Pasta, Soup & Noodles",Bobs Red Mill,69.94,295.42,Face Care,
387,353,Tawa Pav Bhaji Masala,Beauty & Hygiene,Kitchen Accessories,BIOTIQUE,449.06,306.57,Bathing Bars & Soaps,
